,Plot.ID,Species,n,rel.freq,Class,X,Y
385,RMH9,Red maple,2,0.4,Canopy,-78.19929885,38.59692967
386,RMH9,Tulip poplar,3,0.6,Canopy,-78.19929885,38.59692967
387,RMM1,Hackberry,1,0.333333333,Canopy,-78.20069803,38.60462082
388,RMM1,Sycamore,1,0.333333333,Canopy,-78.20069803,38.60462082
389,RMM1,Tulip poplar,1,0.333333333,Canopy,-78.20069803,38.60462082
390,RMM10,Black oak,1,0.2,Canopy,-78.20029258,38.60108755
391,RMM10,Red maple,3,0.6,Canopy,-78.20029258,38.60108755
392,RMM10,White pine,1,0.2,Canopy,-78.20029258,38.60108755
393,RMM3,Black oak,1,0.2,Canopy,-78.19924615,38.60344121
394,RMM3,Chestnut oak,1,0.2,Canopy,-78.19924615,38.60344121
395,RMM3,Hickory,2,0.4,Canopy,-78.19924615,38.60344121
396,RMM3,White pine,1,0.2,Canopy,-78.19924615,38.60344121
397,RMM6,Black oak,1,0.2,Canopy,-78.19819798,38.59960719
398,RMM6,Chestnut oak,4,0.8,Canopy,-78.19819798,38.59960719
399,RMM8,Black oak,1,0.5,Canopy,-78.19918648,38.60010032
400,RMM8,Sweet birch,1,0.5,Canopy,-78.19918648,38.60010032
401,SL1,Ailanthus,1,0.2,Canopy,-78.19477034,38.62236176
402,SL1,Tulip poplar,4,0.8,Canopy,-78.19477034,38.62236176
403,SL12,Black oak,1,0.166666667,Canopy,-78.19853844,38.61886169
404,SL12,Red maple,1,0.166666667,Canopy,-78.19853844,38.61886169
405,SL12,Sweet birch,3,0.5,Canopy,-78.19853844,38.61886169
406,SL12,Tulip poplar,1,0.166666667,Canopy,-78.19853844,38.61886169
407,SL2,Chestnut oak,1,0.2,Canopy,-78.19612753,38.62125195
408,SL2,Red oak,1,0.2,Canopy,-78.19612753,38.62125195
409,SL2,Sweet birch,3,0.6,Canopy,-78.19612753,38.62125195
410,SL3,Blackgum,3,0.375,Canopy,-78.19480652,38.62012551
411,SL3,Hickory,1,0.125,Canopy,-78.19480652,38.62012551
412,SL3,Red maple,1,0.125,Canopy,-78.19480652,38.62012551
413,SL3,Tulip poplar,1,0.125,Canopy,-78.19480652,38.62012551
414,SL3,White oak,2,0.25,Canopy,-78.19480652,38.62012551
415,SL4,Black oak,2,0.2,Canopy,-78.19612502,38.61897473
416,SL4,Blackgum,1,0.1,Canopy,-78.19612502,38.61897473
417,SL4,Chestnut oak,2,0.2,Canopy,-78.19612502,38.61897473
418,SL4,Sweet birch,4,0.4,Canopy,-78.19612502,38.61897473
419,SL4,Tulip poplar,1,0.1,Canopy,-78.19612502,38.61897473
420,SL5,Blackgum,1,0.166666667,Canopy,-78.19477474,38.61786737
421,SL5,Chestnut oak,1,0.166666667,Canopy,-78.19477474,38.61786737
422,SL5,Red oak,1,0.166666667,Canopy,-78.19477474,38.61786737
423,SL5,Sweet birch,2,0.333333333,Canopy,-78.19477474,38.61786737
424,SL5,Tulip poplar,1,0.166666667,Canopy,-78.19477474,38.61786737
425,SL6,Red maple,3,0.428571429,Canopy,-78.1934786,38.61690617
426,SL6,Tulip poplar,4,0.571428571,Canopy,-78.1934786,38.61690617
427,SL8,Maple spp.,1,0.25,Canopy,-78.19564345,38.61477874
428,SL8,Tulip poplar,3,0.75,Canopy,-78.19564345,38.61477874
429,SL9,Black walnut,2,0.666666667,Canopy,-78.19830825,38.61667681
430,SL9,Tulip poplar,1,0.333333333,Canopy,-78.19830825,38.61667681
431,SM13,Red maple,1,0.2,Canopy,-78.20325499,38.58975668
432,SM13,Tulip poplar,4,0.8,Canopy,-78.20325499,38.58975668
433,SM14,Black oak,1,0.2,Canopy,-78.2024675,38.59140869
434,SM14,Chestnut oak,1,0.2,Canopy,-78.2024675,38.59140869
435,SM14,Hickory,1,0.2,Canopy,-78.2024675,38.59140869
436,SM14,Red oak,2,0.4,Canopy,-78.2024675,38.59140869
437,SM15,Black oak,1,0.333333333,Canopy,-78.20884803,38.59040434
438,SM15,Tulip poplar,2,0.666666667,Canopy,-78.20884803,38.59040434
439,SM2,Blackgum,1,0.5,Canopy,-78.2025508,38.58986222
440,SM2,Red maple,1,0.5,Canopy,-78.2025508,38.58986222
441,SM5,Blackgum,2,0.285714286,Canopy,-78.20860482,38.59199634
442,SM5,Red maple,2,0.285714286,Canopy,-78.20860482,38.59199634
443,SM5,Tulip poplar,3,0.428571429,Canopy,-78.20860482,38.59199634
444,SM6,Red maple,5,0.714285714,Canopy,-78.20847498,38.59501962
445,SM6,Striped maple,1,0.142857143,Canopy,-78.20847498,38.59501962
446,SM6,Tulip poplar,1,0.142857143,Canopy,-78.20847498,38.59501962
447,SM7,Ailanthus,1,0.166666667,Canopy,-78.20880512,38.58880261
448,SM7,Tulip poplar,3,0.5,Canopy,-78.20880512,38.58880261
449,SM7,Walnut,2,0.333333333,Canopy,-78.20880512,38.58880261
450,SM9,Red maple,1,0.142857143,Canopy,-78.20029856,38.59130149
451,SM9,Red oak,1,0.142857143,Canopy,-78.20029856,38.59130149
452,SM9,Striped maple,1,0.142857143,Canopy,-78.20029856,38.59130149
453,SM9,Sweet birch,3,0.428571429,Canopy,-78.20029856,38.59130149
454,SM9,Tulip poplar,1,0.142857143,Canopy,-78.20029856,38.59130149
455,SMH1,Post oak,1,0.5,Canopy,-78.19602887,38.59419346
456,SMH1,White oak,1,0.5,Canopy,-78.19602887,38.59419346
457,SMH2,Black oak,1,0.090909091,Canopy,-78.19707525,38.5934167
458,SMH2,Blackgum,4,0.363636364,Canopy,-78.19707525,38.5934167
459,SMH2,Red maple,1,0.090909091,Canopy,-78.19707525,38.5934167
460,SMH2,Red oak,3,0.272727273,Canopy,-78.19707525,38.5934167
461,SMH2,White oak,2,0.181818182,Canopy,-78.19707525,38.5934167
462,SMH4,Hickory,2,0.222222222,Canopy,-78.19568937,38.59288103
463,SMH4,White oak,5,0.555555556,Canopy,-78.19568937,38.59288103
464,SMH4,White pine,2,0.222222222,Canopy,-78.19568937,38.59288103
465,SMH6,Blackgum,2,0.333333333,Canopy,-78.19499268,38.59339084
466,SMH6,Hickory,3,0.5,Canopy,-78.19499268,38.59339084
467,SMH6,Red maple,1,0.166666667,Canopy,-78.19499268,38.59339084
468,SMH7,Hickory,2,0.5,Canopy,-78.19469286,38.59201311
469,SMH7,Tulip poplar,2,0.5,Canopy,-78.19469286,38.59201311
470,SMH8,Hickory,1,0.2,Canopy,-78.19525866,38.59151318
471,SMH8,Red maple,2,0.4,Canopy,-78.19525866,38.59151318
472,SMH8,Tulip poplar,1,0.2,Canopy,-78.19525866,38.59151318
473,SMH8,White oak,1,0.2,Canopy,-78.19525866,38.59151318
474,SMH9,Red maple,1,0.090909091,Canopy,-78.19606692,38.59254544
475,SMH9,Red oak,1,0.090909091,Canopy,-78.19606692,38.59254544
476,SMH9,Sweet birch,1,0.090909091,Canopy,-78.19606692,38.59254544
477,SMH9,Tulip poplar,1,0.090909091,Canopy,-78.19606692,38.59254544
478,SMH9,White oak,2,0.181818182,Canopy,-78.19606692,38.59254544
479,SMH9,White pine,5,0.454545455,Canopy,-78.19606692,38.59254544
480,SMHA,Blackgum,2,0.25,Canopy,-78.19577,38.59363
481,SMHA,Hickory,2,0.25,Canopy,-78.19577,38.59363
482,SMHA,Red maple,2,0.25,Canopy,-78.19577,38.59363
483,SMHA,White oak,2,0.25,Canopy,-78.19577,38.59363
484,SMS2,Tulip poplar,4,1,Canopy,-78.20517713,38.58267054
485,SMS3,Blackgum,1,0.5,Canopy,-78.20641206,38.58132046
486,SMS3,Sweet birch,1,0.5,Canopy,-78.20641206,38.58132046
487,SMS4,Ailanthus,1,0.142857143,Canopy,-78.20462425,38.58263361
488,SMS4,Eastern hemlock,1,0.142857143,Canopy,-78.20462425,38.58263361
489,SMS4,Sweet birch,1,0.142857143,Canopy,-78.20462425,38.58263361
490,SMS4,Tulip poplar,4,0.571428571,Canopy,-78.20462425,38.58263361
491,SMS6,Ash,2,0.222222222,Canopy,-78.20270522,38.58126096
492,SMS6,Hickory,1,0.111111111,Canopy,-78.20270522,38.58126096
493,SMS6,Sweet birch,3,0.333333333,Canopy,-78.20270522,38.58126096
494,SMS6,Tulip poplar,2,0.222222222,Canopy,-78.20270522,38.58126096
495,SMS6,White oak,1,0.111111111,Canopy,-78.20270522,38.58126096
496,SMS7,Eastern hemlock,1,0.142857143,Canopy,-78.20095706,38.58259881
497,SMS7,Sweet birch,4,0.571428571,Canopy,-78.20095706,38.58259881
498,SMS7,Tulip poplar,1,0.142857143,Canopy,-78.20095706,38.58259881
499,SMS7,White pine,1,0.142857143,Canopy,-78.20095706,38.58259881
500,WM1,Ailanthus,2,0.181818182,Canopy,-78.212743,38.542724
501,WM1,Black cherry,1,0.090909091,Canopy,-78.212743,38.542724
502,WM1,Black walnut,1,0.090909091,Canopy,-78.212743,38.542724
503,WM1,Red maple,3,0.272727273,Canopy,-78.212743,38.542724
504,WM1,Tulip poplar,4,0.363636364,Canopy,-78.212743,38.542724
505,WM10,Blackgum,3,0.6,Canopy,-78.213597,38.5461
506,WM10,Red maple,1,0.2,Canopy,-78.213597,38.5461
507,WM10,Tulip poplar,1,0.2,Canopy,-78.213597,38.5461
508,WM12,Ailanthus,2,0.333333333,Canopy,-78.209145,38.557582
509,WM12,Black oak,1,0.166666667,Canopy,-78.209145,38.557582
510,WM12,Mulberry,1,0.166666667,Canopy,-78.209145,38.557582
511,WM12,Red maple,1,0.166666667,Canopy,-78.209145,38.557582
512,WM12,Red oak,1,0.166666667,Canopy,-78.209145,38.557582
513,WM13,Red maple,1,0.166666667,Canopy,-78.218045,38.547809
514,WM13,Tulip poplar,1,0.166666667,Canopy,-78.218045,38.547809
515,WM13,Virginia pine,3,0.5,Canopy,-78.218045,38.547809
516,WM13,White pine,1,0.166666667,Canopy,-78.218045,38.547809
517,WM15,Hickory,2,0.4,Canopy,-78.216761,38.550086
518,WM15,Tulip poplar,2,0.4,Canopy,-78.216761,38.550086
519,WM15,White oak,1,0.2,Canopy,-78.216761,38.550086
520,WM3,Ailanthus,3,0.3,Canopy,-78.217219,38.542496
521,WM3,Tulip poplar,7,0.7,Canopy,-78.217219,38.542496
522,WM4,Blackgum,1,0.25,Canopy,-78.211492,38.551358
523,WM4,Tulip poplar,3,0.75,Canopy,-78.211492,38.551358
524,WM5,Black walnut,1,0.333333333,Canopy,-78.209635,38.555795
525,WM5,Red maple,1,0.333333333,Canopy,-78.209635,38.555795
526,WM5,Tulip poplar,1,0.333333333,Canopy,-78.209635,38.555795
527,WM6,Blackgum,1,0.2,Canopy,-78.205809,38.55837
528,WM6,Hickory,3,0.6,Canopy,-78.205809,38.55837
529,WM6,Red oak,1,0.2,Canopy,-78.205809,38.55837
530,WM8,Chestnut oak,1,0.166666667,Canopy,-78.214997,38.55092
531,WM8,Cucumber tree,2,0.333333333,Canopy,-78.214997,38.55092
532,WM8,Hickory,1,0.166666667,Canopy,-78.214997,38.55092
533,WM8,Tulip poplar,2,0.333333333,Canopy,-78.214997,38.55092
534,WM9,Blackgum,1,0.25,Canopy,-78.211462,38.553962
535,WM9,Chestnut oak,3,0.75,Canopy,-78.211462,38.553962
